first_name,last_name,race5,frequency
AALIYAH,JONES,Black,17
AALIYAH,MOORE,Black,11
AALIYAH,SMITH,Black,16
AALIYAH,WILLIAMS,Black,27
AARON,ADAMS,White,15
AARON,ALLEN,White,14
AARON,ANDERSON,Black,19
AARON,ANDERSON,White,26
AARON,BAILEY,White,16
AARON,BAKER,White,15
AARON,BROWN,Black,39
AARON,BROWN,White,52
AARON,BRYANT,Black,12
AARON,BYRD,White,13
AARON,CAMPBELL,White,11
AARON,CARTER,White,26
AARON,CLARK,White,26
AARON,COLLINS,White,11
AARON,COOK,White,23
AARON,COX,White,14
AARON,DAVIS,Black,33
AARON,DAVIS,White,43
AARON,EDWARDS,White,25
AARON,GRAHAM,Black,17
AARON,GREEN,Black,11
AARON,GREENE,White,15
AARON,HALL,White,25
AARON,HARRIS,Black,38
AARON,HARRIS,White,19
AARON,HILL,White,28
AARON,HOWARD,White,13
AARON,JACKSON,Black,24
AARON,JACKSON,White,20
AARON,JOHNSON,Black,42
AARON,JOHNSON,Other,28
AARON,JOHNSON,White,51
AARON,JONES,Black,37
AARON,JONES,Other,14
AARON,JONES,White,48
AARON,KING,White,22
AARON,LEE,Black,15
AARON,LEE,White,14
AARON,LEWIS,Black,11
AARON,LEWIS,White,14
AARON,LITTLE,Black,11
AARON,LOCKLEAR,Other,15
AARON,LONG,White,17
AARON,MARSHALL,White,12
AARON,MARTIN,White,26
AARON,MATTHEWS,Black,11
AARON,MILLER,Black,11
AARON,MILLER,White,46
AARON,MITCHELL,White,14
AARON,MOORE,Black,21
AARON,MOORE,White,33
AARON,MORRIS,White,11
AARON,NELSON,White,12
AARON,PARKER,White,27
AARON,PAYNE,White,14
AARON,PHILLIPS,White,16
AARON,PRICE,White,27
AARON,RICHARDSON,Black,12
AARON,ROBERTS,White,23
AARON,ROBINSON,White,14
AARON,ROGERS,White,13
AARON,SANDERS,White,11
AARON,SCOTT,Other,12
AARON,SCOTT,White,21
AARON,SHAW,White,11
AARON,SIMMONS,Black,11
AARON,SMITH,Black,45
AARON,SMITH,Other,23
AARON,SMITH,White,127
AARON,STEWART,White,21
AARON,STONE,White,13
AARON,TAYLOR,Black,15
AARON,TAYLOR,White,37
AARON,THOMAS,Black,18
AARON,THOMAS,Other,11
AARON,THOMAS,White,29
AARON,THOMPSON,Black,14
AARON,THOMPSON,White,24
AARON,WALKER,White,23
AARON,WARD,White,15
AARON,WELLS,White,11
AARON,WEST,White,14
AARON,WHITE,White,20
AARON,WILLIAMS,Black,40
AARON,WILLIAMS,Other,15
AARON,WILLIAMS,White,44
AARON,WILLIS,White,12
AARON,WILSON,White,45
AARON,WOOD,White,15
AARON,WRIGHT,White,21
AARON,YOUNG,White,11
ABBY,BROWN,White,12
ABBY,JOHNSON,White,13
ABBY,JONES,White,11
ABBY,MILLER,White,14
ABBY,SMITH,White,13
ABIGAIL,ADAMS,White,17
ABIGAIL,BAKER,White,13
ABIGAIL,BROWN,White,36
ABIGAIL,CAMPBELL,White,13
ABIGAIL,CARTER,White,11
ABIGAIL,CLARK,White,13
ABIGAIL,COOK,White,17
ABIGAIL,DAVIS,White,24
ABIGAIL,EDWARDS,White,13
ABIGAIL,HALL,White,14
ABIGAIL,HARRIS,White,16
ABIGAIL,HILL,White,11
ABIGAIL,JOHNSON,White,35
ABIGAIL,JONES,White,40
ABIGAIL,KENNEDY,White,12
ABIGAIL,KING,White,13
ABIGAIL,LEE,White,16
ABIGAIL,LEWIS,White,15
ABIGAIL,MARTIN,White,18
ABIGAIL,MILLER,White,25
ABIGAIL,MOORE,White,23
ABIGAIL,MORGAN,White,13
ABIGAIL,PHILLIPS,White,14
ABIGAIL,ROBINSON,White,11
ABIGAIL,RODRIGUEZ,Hispanic or Latino,12
ABIGAIL,ROGERS,White,13
ABIGAIL,SCOTT,White,11
ABIGAIL,SMITH,White,68
ABIGAIL,TAYLOR,White,24
ABIGAIL,THOMAS,White,12
ABIGAIL,THOMPSON,White,19
ABIGAIL,WALKER,White,16
ABIGAIL,WARD,White,13
ABIGAIL,WHITE,White,13
ABIGAIL,WILLIAMS,White,43
ABIGAIL,WILSON,White,31
ABIGAIL,WRIGHT,White,15
ABIGAIL,YOUNG,White,16
ADAM,ANDERSON,White,19
ADAM,BAILEY,White,11
ADAM,BAKER,White,31
ADAM,BARNES,White,11
ADAM,BASS,White,11
ADAM,BECK,White,11
ADAM,BELL,White,11
ADAM,BENNETT,White,22
ADAM,BREWER,White,13
ADAM,BROOKS,White,14
ADAM,BROWN,White,66
ADAM,BRYANT,White,14
ADAM,BUTLER,White,18
ADAM,CAMPBELL,White,20
ADAM,CARPENTER,White,11
ADAM,CARTER,White,19
ADAM,CLARK,White,34
ADAM,COHEN,White,12
ADAM,COLE,White,18
ADAM,COLEMAN,White,12
ADAM,COLLINS,White,18
ADAM,COOK,White,21
ADAM,COOPER,White,13
ADAM,COX,White,16
ADAM,DAVIS,White,54
ADAM,DUNN,White,11
ADAM,EDWARDS,White,22
ADAM,EVANS,White,16
ADAM,FERGUSON,White,13
ADAM,FISHER,White,20
ADAM,FOX,White,13
ADAM,FREEMAN,White,12
ADAM,GARDNER,White,11
ADAM,GREEN,White,14
ADAM,GREENE,White,23
ADAM,GREGORY,White,14
ADAM,GRIFFIN,White,16
ADAM,HALL,White,20
ADAM,HARRIS,White,28
ADAM,HARRISON,White,12
ADAM,HAWKINS,White,13
ADAM,HENDERSON,White,14
ADAM,HILL,White,29
ADAM,HOWELL,White,15
ADAM,HUGHES,White,12
ADAM,HUNTER,White,11
ADAM,JACKSON,White,26
ADAM,JOHNSON,Other,14
ADAM,JOHNSON,White,90
ADAM,JONES,Other,17
ADAM,JONES,White,62
ADAM,JORDAN,White,14
ADAM,KING,White,34
ADAM,KNIGHT,White,13
ADAM,LEE,White,16
ADAM,LEWIS,White,22
ADAM,LITTLE,White,11
ADAM,LONG,White,17
ADAM,MARTIN,White,37
ADAM,MILLER,White,65
ADAM,MILLS,White,11
ADAM,MITCHELL,White,17
ADAM,MOORE,White,39
ADAM,MORGAN,White,20
ADAM,MORRIS,White,19
ADAM,MYERS,White,17
ADAM,NELSON,White,15
ADAM,NORRIS,White,11
ADAM,PARKER,White,33
ADAM,PERRY,White,14
ADAM,PHILLIPS,White,24
ADAM,POWELL,White,15
ADAM,PRICE,White,21
ADAM,REED,White,15
ADAM,ROBERTS,White,21
ADAM,ROBINSON,White,14
ADAM,ROGERS,White,16
ADAM,ROSE,White,12
ADAM,RUSSELL,White,11
ADAM,SCHWARTZ,White,11
ADAM,SCOTT,White,13
ADAM,SMITH,Other,19
ADAM,SMITH,White,134
ADAM,SPARKS,White,11
ADAM,STEWART,White,15
ADAM,TAYLOR,White,26
ADAM,THOMAS,White,29
ADAM,THOMPSON,White,38
ADAM,WALKER,White,19
ADAM,WARD,White,22
ADAM,WATSON,White,12
ADAM,WHITE,White,40
ADAM,WILLIAMS,Black,12
ADAM,WILLIAMS,White,42
ADAM,WILSON,White,46
ADAM,WOOD,White,13
ADAM,WRIGHT,White,23
ADAM,YORK,White,12
ADAM,YOUNG,White,21
ADDISON,JOHNSON,White,12
ADDISON,SMITH,White,16
ADRIAN,BROWN,Black,18
ADRIAN,DAVIS,Black,15
ADRIAN,GARCIA,Hispanic or Latino,11
ADRIAN,JOHNSON,Black,27
ADRIAN,JONES,Black,27
ADRIAN,MOORE,Black,14
ADRIAN,RODRIGUEZ,Hispanic or Latino,20
ADRIAN,SMITH,Black,34
ADRIAN,THOMAS,Black,12
ADRIAN,THOMPSON,Black,12
ADRIAN,WHITE,Black,16
ADRIAN,WILLIAMS,Black,43
ADRIANA,HERNANDEZ,Hispanic or Latino,12
ADRIANA,RODRIGUEZ,Hispanic or Latino,14
ADRIENNE,BROWN,Black,13
ADRIENNE,JOHNSON,Black,11
ADRIENNE,JONES,Black,12
ADRIENNE,SMITH,Black,12
ADRIENNE,WILLIAMS,Black,14
AHMED,AHMED,Black,11
AIDAN,SMITH,White,14
AIDEN,WILSON,White,12
AIMEE,SMITH,White,11
ALAN,BROWN,White,26
ALAN,COX,White,11
ALAN,DAVIS,White,26
ALAN,EDWARDS,White,13
ALAN,HALL,White,12
ALAN,HILL,White,15
ALAN,JOHNSON,White,24
ALAN,JONES,White,23
ALAN,KING,White,15
ALAN,MARTIN,White,13
ALAN,MILLER,White,22
ALAN,MOORE,White,16
ALAN,PARKER,White,12
ALAN,PHILLIPS,White,11
ALAN,ROBERTS,White,12
ALAN,SMITH,White,39
ALAN,THOMPSON,White,11
ALAN,WILLIAMS,White,18
ALAN,WILSON,White,17
ALBERT,BROWN,Black,11
ALBERT,DAVIS,Black,11
ALBERT,JOHNSON,Black,17
ALBERT,JONES,Black,11
ALBERT,JONES,White,14
ALBERT,SMITH,Black,13
ALBERT,SMITH,White,16
ALBERT,WILLIAMS,Black,16
ALBERTO,GARCIA,Hispanic or Latino,11
ALEJANDRO,HERNANDEZ,Hispanic or Latino,16
ALEJANDRO,PEREZ,Hispanic or Latino,12
ALEJANDRO,RODRIGUEZ,Hispanic or Latino,13
ALEX,BROWN,White,12
ALEX,HERNANDEZ,Hispanic or Latino,13
ALEX,JOHNSON,Black,12
ALEX,JOHNSON,White,18
ALEX,JONES,Black,11
ALEX,JONES,White,13
ALEX,MARTIN,White,11
ALEX,MARTINEZ,Hispanic or Latino,14
ALEX,MILLER,White,14
ALEX,MOORE,White,11
ALEX,RODRIGUEZ,Hispanic or Latino,24
ALEX,SMITH,Black,12
ALEX,SMITH,White,24
ALEX,TAYLOR,White,15
ALEXANDER,ADAMS,White,11
ALEXANDER,ALLEN,White,15
ALEXANDER,ANDERSON,White,20
ALEXANDER,BAILEY,White,14
ALEXANDER,BAKER,White,21
ALEXANDER,BENNETT,White,13
ALEXANDER,BROWN,Black,15
ALEXANDER,BROWN,White,45
ALEXANDER,BUTLER,White,12
ALEXANDER,CLARK,White,31
ALEXANDER,COLE,White,11
ALEXANDER,COOK,White,17
ALEXANDER,DAVIS,White,36
ALEXANDER,EDWARDS,White,11
ALEXANDER,GARCIA,Hispanic or Latino,15
ALEXANDER,GREEN,White,13
ALEXANDER,HALL,White,18
ALEXANDER,HARRIS,White,12
ALEXANDER,HERNANDEZ,Hispanic or Latino,13
ALEXANDER,HILL,White,18
ALEXANDER,JACKSON,White,17
ALEXANDER,JOHNSON,Black,15
ALEXANDER,JOHNSON,White,32
ALEXANDER,JONES,Black,15
ALEXANDER,JONES,White,49
ALEXANDER,KING,White,14
ALEXANDER,LEE,White,22
ALEXANDER,LEWIS,White,17
ALEXANDER,LONG,White,12
ALEXANDER,MARTIN,White,29
ALEXANDER,MILLER,White,31
ALEXANDER,MITCHELL,White,14
ALEXANDER,MOORE,Black,17
ALEXANDER,MOORE,White,28
ALEXANDER,MORGAN,White,11
ALEXANDER,PARKER,White,11
ALEXANDER,PATTERSON,White,12
ALEXANDER,PERRY,White,11
ALEXANDER,ROBINSON,White,14
ALEXANDER,RODRIGUEZ,Hispanic or Latino,17
ALEXANDER,ROGERS,White,13
ALEXANDER,SCOTT,White,17
ALEXANDER,SHAW,White,11
ALEXANDER,SIMPSON,White,11
ALEXANDER,SMITH,Black,13
ALEXANDER,SMITH,Other,14
ALEXANDER,SMITH,White,96
ALEXANDER,STEWART,White,18
ALEXANDER,TAYLOR,White,23
ALEXANDER,THOMAS,White,31
ALEXANDER,THOMPSON,White,19
ALEXANDER,TURNER,White,15
ALEXANDER,WALKER,White,16
ALEXANDER,WHITE,White,26
ALEXANDER,WILLIAMS,Black,22
ALEXANDER,WILLIAMS,Other,17
ALEXANDER,WILLIAMS,White,38
ALEXANDER,WILSON,White,29
ALEXANDER,WOOD,White,13
ALEXANDER,YOUNG,White,17
ALEXANDRA,ANDERSON,White,13
ALEXANDRA,BROWN,White,23
ALEXANDRA,DAVIS,White,17
ALEXANDRA,JACKSON,White,13
ALEXANDRA,JOHNSON,White,25
ALEXANDRA,JONES,White,12
ALEXANDRA,MARTIN,White,16
ALEXANDRA,MILLER,White,25
ALEXANDRA,MOORE,White,16
ALEXANDRA,SMITH,White,36
ALEXANDRA,THOMAS,White,11
ALEXANDRA,WHITE,White,12
ALEXANDRA,WILLIAMS,White,17
ALEXANDRA,WILSON,White,12
ALEXANDRIA,BROWN,White,11
ALEXANDRIA,DAVIS,Black,13
ALEXANDRIA,DAVIS,White,11
ALEXANDRIA,JONES,Black,11
ALEXANDRIA,SMITH,White,14
ALEXIS,ADAMS,Black,11
ALEXIS,ALSTON,Black,11
ALEXIS,ANDERSON,Black,11
ALEXIS,BAKER,White,15
ALEXIS,BARNES,Black,14
ALEXIS,BROWN,Black,35
ALEXIS,BROWN,White,16
ALEXIS,DAVIS,Black,29
ALEXIS,DAVIS,White,24
ALEXIS,DIXON,Black,11
ALEXIS,GARCIA,Hispanic or Latino,11
ALEXIS,GREEN,Black,19
ALEXIS,HALL,Black,13
ALEXIS,HALL,White,18
ALEXIS,HARRIS,Black,19
ALEXIS,HARRIS,White,14
ALEXIS,HERNANDEZ,Hispanic or Latino,15
ALEXIS,JACKSON,Black,16
ALEXIS,JACKSON,White,11
ALEXIS,JOHNSON,Black,47
ALEXIS,JOHNSON,Other,12
ALEXIS,JOHNSON,White,32
ALEXIS,JONES,Black,37
ALEXIS,JONES,Other,16
ALEXIS,JONES,White,26
ALEXIS,KING,White,11
ALEXIS,LEWIS,White,11
ALEXIS,MARTIN,Black,11
ALEXIS,MARTIN,White,15
ALEXIS,MILLER,Black,11
ALEXIS,MILLER,White,32
ALEXIS,MITCHELL,Black,13
ALEXIS,MOORE,Black,25
ALEXIS,PARKER,White,13
ALEXIS,RICHARDSON,Black,11
ALEXIS,ROBINSON,Black,19
ALEXIS,RODRIGUEZ,Hispanic or Latino,16
ALEXIS,SCOTT,Black,12
ALEXIS,SMITH,Black,45
ALEXIS,SMITH,Other,13
ALEXIS,SMITH,White,51
ALEXIS,TAYLOR,Black,16
ALEXIS,TAYLOR,White,15
ALEXIS,THOMAS,Black,11
ALEXIS,THOMAS,White,14
ALEXIS,THOMPSON,Black,13
ALEXIS,WHITE,Black,16
ALEXIS,WILLIAMS,Black,58
ALEXIS,WILLIAMS,Other,17
ALEXIS,WILLIAMS,White,30
ALEXIS,WILSON,White,19
ALFRED,DAVIS,Black,12
ALFRED,SMITH,Black,13
ALFRED,WILLIAMS,Black,12
ALFREDO,GARCIA,Hispanic or Latino,13
ALICE,JOHNSON,White,11
ALICE,SMITH,White,14
ALICIA,ALLEN,Black,12
ALICIA,ANDERSON,White,12
ALICIA,BROWN,Black,22
ALICIA,BROWN,White,17
ALICIA,CLARK,White,12
ALICIA,DAVIS,Black,22
ALICIA,DAVIS,White,12
ALICIA,HARRIS,Black,18
ALICIA,JOHNSON,Black,32
ALICIA,JOHNSON,White,23
ALICIA,JONES,Black,36
ALICIA,JONES,White,15
ALICIA,MARTIN,White,14
ALICIA,MILLER,White,14
ALICIA,MITCHELL,Black,11
ALICIA,MOORE,Black,12
ALICIA,ROBINSON,Black,16
ALICIA,ROGERS,White,11
ALICIA,SIMMONS,Black,11
ALICIA,SMITH,Black,31
ALICIA,SMITH,White,29
ALICIA,TAYLOR,White,15
ALICIA,THOMPSON,White,15
ALICIA,WILLIAMS,Black,35
ALICIA,WILLIAMS,White,18
ALICIA,WILSON,White,17
ALISA,SMITH,White,11
ALISHA,WILLIAMS,Black,18
ALISON,BROWN,White,14
ALISON,DAVIS,White,15
ALISON,JOHNSON,White,19
ALISON,JONES,White,20
ALISON,MARTIN,White,15
ALISON,MILLER,White,14
ALISON,MOORE,White,12
ALISON,SMITH,White,33
ALISON,WILLIAMS,White,12
ALLEN,BROWN,Black,13
ALLEN,BROWN,White,15
ALLEN,DAVIS,White,12
ALLEN,JACKSON,Black,14
ALLEN,JACKSON,White,11
ALLEN,JOHNSON,White,23
ALLEN,JONES,Black,12
ALLEN,JONES,White,18
ALLEN,MILLER,White,11
ALLEN,MOORE,White,19
ALLEN,SMITH,Black,20
ALLEN,SMITH,Other,11
ALLEN,SMITH,White,37
ALLEN,THOMAS,White,12
ALLEN,WILLIAMS,Black,17
ALLEN,WILLIAMS,White,22
ALLEN,WILSON,White,16
ALLEN,WOOD,White,11
ALLISON,ADAMS,White,16
ALLISON,ALLEN,White,15
ALLISON,ANDERSON,White,14
ALLISON,ANDREWS,White,13
ALLISON,BAILEY,White,18
ALLISON,BAKER,White,14
ALLISON,BARNES,White,12
ALLISON,BELL,White,18
ALLISON,BROWN,White,53
ALLISON,BUTLER,White,11
ALLISON,CARTER,White,14
ALLISON,CLARK,White,14
ALLISON,COLLINS,White,14
ALLISON,COOK,White,18
ALLISON,COX,White,12
ALLISON,DAVIS,White,34
ALLISON,EDWARDS,White,17
ALLISON,FOX,White,15
ALLISON,GRANT,White,11
ALLISON,GRAY,White,13
ALLISON,GREEN,White,16
ALLISON,HALL,White,22
ALLISON,HARRIS,White,26
ALLISON,HILL,White,21
ALLISON,HUGHES,White,12
ALLISON,JACKSON,White,13
ALLISON,JOHNSON,White,37
ALLISON,JONES,White,46
ALLISON,KENNEDY,White,13
ALLISON,KING,White,23
ALLISON,LEE,White,18
ALLISON,LEWIS,White,14
ALLISON,MARTIN,White,27
ALLISON,MILLER,White,31
ALLISON,MITCHELL,White,15
ALLISON,MOORE,White,28
ALLISON,MORRIS,White,14
ALLISON,MURPHY,White,18
ALLISON,PARKER,White,17
ALLISON,PHILLIPS,White,19
ALLISON,PRICE,White,15
ALLISON,RICHARDSON,White,11
ALLISON,ROBINSON,White,17
ALLISON,ROGERS,White,14
ALLISON,SANDERS,White,12
ALLISON,SCOTT,White,13
ALLISON,SIMPSON,White,11
ALLISON,SMITH,White,87
ALLISON,TAYLOR,White,40
ALLISON,THOMAS,White,29
ALLISON,THOMPSON,White,23
ALLISON,TURNER,White,18
ALLISON,WALKER,White,11
ALLISON,WATSON,White,14
ALLISON,WHITE,White,19
ALLISON,WILLIAMS,White,40
ALLISON,WILSON,White,37
ALLISON,WRIGHT,White,17
ALLISON,YOUNG,White,16
ALLYSON,SMITH,White,21
ALVIN,DAVIS,Black,14
ALVIN,JOHNSON,Black,11
ALVIN,SMITH,Black,12
ALVIN,WILLIAMS,Black,15
ALYSSA,ALLEN,White,13
ALYSSA,ANDERSON,White,19
ALYSSA,BAKER,White,12
ALYSSA,BROWN,White,20
ALYSSA,DAVIS,White,26
ALYSSA,HALL,White,18
ALYSSA,HILL,White,11
ALYSSA,JACKSON,White,13
ALYSSA,JOHNSON,White,33
ALYSSA,JONES,White,31
ALYSSA,MARTIN,White,17
ALYSSA,MILLER,White,18
ALYSSA,MOORE,White,20
ALYSSA,SCOTT,White,11
ALYSSA,SMITH,Other,11
ALYSSA,SMITH,White,51
ALYSSA,TAYLOR,White,18
ALYSSA,THOMAS,White,12
ALYSSA,THOMPSON,White,11
ALYSSA,WHITE,White,14
ALYSSA,WILLIAMS,White,28
ALYSSA,WILSON,White,14
AMANDA,ADAMS,White,47
AMANDA,ADKINS,White,16
AMANDA,ALEXANDER,White,15
AMANDA,ALLEN,White,61
AMANDA,ALLISON,White,13
AMANDA,ANDERSON,White,56
AMANDA,ANDREWS,White,16
AMANDA,ARMSTRONG,White,11
AMANDA,ARNOLD,White,12
AMANDA,ATKINS,White,12
AMANDA,BAILEY,White,27
AMANDA,BAKER,White,54
AMANDA,BALL,White,12
AMANDA,BARBER,White,11
AMANDA,BARKER,White,15
AMANDA,BARNES,White,30
AMANDA,BARRETT,White,13
AMANDA,BASS,White,17
AMANDA,BECK,White,13
AMANDA,BELL,White,34
AMANDA,BENNETT,White,18
AMANDA,BENSON,White,16
AMANDA,BENTON,White,12
AMANDA,BERRY,White,16
AMANDA,BISHOP,White,11
AMANDA,BLACK,White,18
AMANDA,BLAIR,White,11
AMANDA,BLEVINS,White,11
AMANDA,BOONE,White,13
AMANDA,BOWEN,White,15
AMANDA,BOWERS,White,14
AMANDA,BOWMAN,White,18
AMANDA,BOYD,White,20
AMANDA,BREWER,White,19
AMANDA,BROCK,White,11
AMANDA,BROOKS,White,31
AMANDA,BROWN,Black,18
AMANDA,BROWN,Other,16
AMANDA,BROWN,White,108
AMANDA,BRYANT,White,22
AMANDA,BUCHANAN,White,23
AMANDA,BULLARD,White,11
AMANDA,BURKE,White,11
AMANDA,BURNS,White,17
AMANDA,BURTON,White,13
AMANDA,BUTLER,White,17
AMANDA,BYRD,White,20
AMANDA,CAMPBELL,White,38
AMANDA,CANTRELL,White,14
AMANDA,CARPENTER,White,16
AMANDA,CARR,White,12
AMANDA,CARROLL,White,13
AMANDA,CARTER,White,45
AMANDA,CHAMBERS,White,15
AMANDA,CHAPMAN,White,16
AMANDA,CLARK,White,43
AMANDA,COFFEY,White,11
AMANDA,COLE,White,23
AMANDA,COLEMAN,White,16
AMANDA,COLLINS,White,43
AMANDA,CONNER,White,16
AMANDA,COOK,White,40
AMANDA,COOPER,White,20
AMANDA,COX,White,46
AMANDA,CRAIG,White,12
AMANDA,CRAWFORD,White,12
AMANDA,CRUMP,White,11
AMANDA,CUMMINGS,White,11
AMANDA,DANIELS,White,19
AMANDA,DAVIS,Black,19
AMANDA,DAVIS,Other,13
AMANDA,DAVIS,White,122
AMANDA,DEAN,White,14
AMANDA,DECKER,White,11
AMANDA,DIXON,White,28
AMANDA,DRAKE,White,13
AMANDA,DUNCAN,White,27
AMANDA,DUNN,White,18
AMANDA,EDWARDS,White,65
AMANDA,ELLIOTT,White,19
AMANDA,ELLIS,White,26
AMANDA,ENGLISH,White,13
AMANDA,EVANS,White,43
AMANDA,FERGUSON,White,13
AMANDA,FIELDS,White,13
AMANDA,FISHER,White,26
AMANDA,FLOWERS,White,16
AMANDA,FORD,White,12
AMANDA,FOSTER,White,21
AMANDA,FOWLER,White,15
AMANDA,FOX,White,23
AMANDA,FRANKLIN,White,11
AMANDA,FREEMAN,White,24
AMANDA,FULLER,White,12
AMANDA,GARCIA,White,13
AMANDA,GARDNER,White,20
AMANDA,GARNER,White,15
AMANDA,GIBSON,White,20
AMANDA,GILBERT,White,12
AMANDA,GODWIN,White,11
AMANDA,GONZALEZ,White,14
AMANDA,GORDON,White,17
AMANDA,GRAHAM,White,15
AMANDA,GRANT,White,15
AMANDA,GRAY,White,25
AMANDA,GREEN,Black,11
AMANDA,GREEN,White,34
AMANDA,GREENE,White,35
AMANDA,GREGORY,White,15
AMANDA,GRIFFIN,White,24
AMANDA,HALL,Other,12
AMANDA,HALL,White,64
AMANDA,HAMILTON,White,14
AMANDA,HANCOCK,White,11
AMANDA,HARRELL,White,15
AMANDA,HARRIS,White,53
AMANDA,HARRISON,White,14
AMANDA,HART,White,11
AMANDA,HAYES,White,20
AMANDA,HEDRICK,White,11
AMANDA,HELMS,White,26
AMANDA,HENDERSON,White,23
AMANDA,HENSLEY,White,11
AMANDA,HERNANDEZ,White,14
AMANDA,HICKS,White,15
AMANDA,HILL,White,51
AMANDA,HODGES,White,11
AMANDA,HOLDER,White,17
AMANDA,HOLLAND,White,16
AMANDA,HOLT,White,16
AMANDA,HONEYCUTT,White,11
AMANDA,HORNE,White,14
AMANDA,HORTON,White,18
AMANDA,HOWARD,White,28
AMANDA,HOWELL,White,19
AMANDA,HUDSON,White,16
AMANDA,HUFFMAN,White,16
AMANDA,HUGHES,White,33
AMANDA,HUNTER,White,15
AMANDA,HUTCHINS,White,11
AMANDA,JACKSON,White,48
AMANDA,JACOBS,White,12
AMANDA,JAMES,White,23
AMANDA,JENKINS,White,34
AMANDA,JOHNSON,Black,23
AMANDA,JOHNSON,Other,17
AMANDA,JOHNSON,White,150
AMANDA,JONES,Black,19
AMANDA,JONES,Other,20
AMANDA,JONES,White,148
AMANDA,JORDAN,White,21
AMANDA,KELLER,White,11
AMANDA,KELLEY,White,13
AMANDA,KELLY,White,22
AMANDA,KENNEDY,White,15
AMANDA,KING,White,51
AMANDA,KNIGHT,White,12
AMANDA,LAIL,White,13
AMANDA,LAMBERT,White,16
AMANDA,LANE,White,15
AMANDA,LAWSON,White,12
AMANDA,LEE,White,53
AMANDA,LEONARD,White,18
AMANDA,LEWIS,White,56
AMANDA,LITTLE,White,20
AMANDA,LOCKLEAR,Other,25
AMANDA,LONG,White,36
AMANDA,MANN,White,11
AMANDA,MARSHALL,White,16
AMANDA,MARTIN,White,68
AMANDA,MARTINEZ,White,11
AMANDA,MASON,White,22
AMANDA,MATTHEWS,White,25
AMANDA,MAY,White,14
AMANDA,MCCOY,White,15
AMANDA,MCDANIEL,White,12
AMANDA,MCDONALD,White,11
AMANDA,MCGEE,White,13
AMANDA,MELTON,White,15
AMANDA,MILLER,Other,11
AMANDA,MILLER,White,105
AMANDA,MILLS,White,19
AMANDA,MITCHELL,White,32
AMANDA,MOORE,Other,12
AMANDA,MOORE,White,84
AMANDA,MORGAN,White,42
AMANDA,MORRIS,White,34
AMANDA,MORRISON,White,12
AMANDA,MOSER,White,12
AMANDA,MOSS,White,13
AMANDA,MULLINS,White,11
AMANDA,MULLIS,White,11
AMANDA,MURPHY,White,22
AMANDA,MURRAY,White,30
AMANDA,MYERS,White,23
AMANDA,NELSON,White,21
AMANDA,NICHOLS,White,19
AMANDA,NORMAN,White,15
AMANDA,NORRIS,White,21
AMANDA,OWENS,White,28
AMANDA,PAGE,White,17
AMANDA,PARKER,White,37
AMANDA,PARKS,White,13
AMANDA,PARRISH,White,22
AMANDA,PARSONS,White,14
AMANDA,PATTERSON,White,29
AMANDA,PATTON,White,11
AMANDA,PAYNE,White,22
AMANDA,PERKINS,White,11
AMANDA,PERRY,White,31
AMANDA,PHILLIPS,White,61
AMANDA,PIERCE,White,19
AMANDA,PITTMAN,White,12
AMANDA,POOLE,White,17
AMANDA,POPE,White,16
AMANDA,PORTER,White,11
AMANDA,POWELL,White,25
AMANDA,POWERS,White,12
AMANDA,PRICE,White,39
AMANDA,PRUITT,White,11
AMANDA,RAMSEY,White,11
AMANDA,RAY,White,16
AMANDA,REED,White,19
AMANDA,REYNOLDS,White,26
AMANDA,RICE,White,16
AMANDA,RICHARDSON,Other,13
AMANDA,RICHARDSON,White,35
AMANDA,RIDDLE,White,11
AMANDA,RILEY,White,11
AMANDA,ROBBINS,White,15
AMANDA,ROBERSON,White,12
AMANDA,ROBERTS,White,39
AMANDA,ROBERTSON,White,15
AMANDA,ROBINSON,White,37
AMANDA,RODRIGUEZ,Hispanic or Latino,13
AMANDA,ROGERS,White,36
AMANDA,ROSE,White,22
AMANDA,ROSS,White,28
AMANDA,RUSSELL,White,17
AMANDA,SANDERS,White,18
AMANDA,SAWYER,White,11
AMANDA,SCOTT,White,39
AMANDA,SHAW,White,11
AMANDA,SHELTON,White,11
AMANDA,SIMMONS,White,28
AMANDA,SIMPSON,White,17
AMANDA,SMITH,Black,20
AMANDA,SMITH,Other,47
AMANDA,SMITH,White,239
AMANDA,SNYDER,White,19
AMANDA,SPENCER,White,13
AMANDA,STANLEY,White,18
AMANDA,STEPHENS,White,15
AMANDA,STEVENS,White,19
AMANDA,STEWART,White,38
AMANDA,STONE,White,26
AMANDA,STRICKLAND,White,23
AMANDA,STROUD,White,11
AMANDA,SULLIVAN,White,22
AMANDA,SUTTON,White,16
AMANDA,TAYLOR,White,90
AMANDA,TEAGUE,White,11
AMANDA,THOMAS,White,51
AMANDA,THOMPSON,Other,14
AMANDA,THOMPSON,White,68
AMANDA,THORNTON,White,11
AMANDA,TUCKER,White,19
AMANDA,TURNER,White,46
AMANDA,UNDERWOOD,White,13
AMANDA,WALKER,White,36
AMANDA,WALL,White,15
AMANDA,WALLACE,White,25
AMANDA,WALTERS,White,20
AMANDA,WARD,White,44
AMANDA,WARREN,White,27
AMANDA,WATERS,White,11
AMANDA,WATKINS,White,19
AMANDA,WATSON,White,27
AMANDA,WEAVER,White,18
